date,material_id,material_name,unit,daily_demand,stock_level,reorder_point,lead_time_days,unit_cost
2024-07-12,3,Block de Concreto,Piezas,445.48,780.4,800,2,12.5
2024-07-13,3,Block de Concreto,Piezas,537.7,2242.71,800,2,12.5
2024-07-14,3,Block de Concreto,Piezas,527.66,1715.04,800,2,12.5
2024-07-15,3,Block de Concreto,Piezas,517.5,1197.54,800,2,12.5
2024-07-16,3,Block de Concreto,Piezas,574.3,623.24,800,2,12.5
2024-07-17,3,Block de Concreto,Piezas,491.51,2131.74,800,2,12.5
2024-07-18,3,Block de Concreto,Piezas,489.62,1642.11,800,2,12.5
2024-07-19,3,Block de Concreto,Piezas,554.68,1087.44,800,2,12.5
2024-07-20,3,Block de Concreto,Piezas,365.59,721.85,800,2,12.5
2024-07-21,3,Block de Concreto,Piezas,598.54,2123.31,800,2,12.5
2024-07-22,3,Block de Concreto,Piezas,490.01,1633.3,800,2,12.5
2024-07-23,3,Block de Concreto,Piezas,577.0,1056.3,800,2,12.5
2024-07-24,3,Block de Concreto,Piezas,467.79,588.51,800,2,12.5
2024-07-25,3,Block de Concreto,Piezas,547.06,2041.45,800,2,12.5
2024-07-26,3,Block de Concreto,Piezas,562.17,1479.28,800,2,12.5
2024-07-27,3,Block de Concreto,Piezas,505.79,973.49,800,2,12.5
2024-07-28,3,Block de Concreto,Piezas,454.37,519.12,800,2,12.5
2024-07-29,3,Block de Concreto,Piezas,525.06,2000.0,800,2,12.5
2024-07-30,3,Block de Concreto,Piezas,491.76,1508.24,800,2,12.5
2024-07-31,3,Block de Concreto,Piezas,766.0,742.24,800,2,12.5
2024-08-01,3,Block de Concreto,Piezas,446.54,2295.7,800,2,12.5
2024-08-02,3,Block de Concreto,Piezas,471.48,1824.22,800,2,12.5
2024-08-03,3,Block de Concreto,Piezas,516.85,1307.38,800,2,12.5
2024-08-04,3,Block de Concreto,Piezas,389.07,918.3,800,2,12.5
2024-08-05,3,Block de Concreto,Piezas,497.44,420.86,800,2,12.5
2024-08-06,3,Block de Concreto,Piezas,552.47,2000.0,800,2,12.5
2024-08-07,3,Block de Concreto,Piezas,433.61,1566.39,800,2,12.5
2024-08-08,3,Block de Concreto,Piezas,547.25,1019.14,800,2,12.5
2024-08-09,3,Block de Concreto,Piezas,523.11,496.03,800,2,12.5
2024-08-10,3,Block de Concreto,Piezas,376.24,2119.79,800,2,12.5
2024-08-11,3,Block de Concreto,Piezas,530.46,1589.33,800,2,12.5
2024-08-12,3,Block de Concreto,Piezas,542.26,1047.07,800,2,12.5
2024-08-13,3,Block de Concreto,Piezas,449.65,597.42,800,2,12.5
2024-08-14,3,Block de Concreto,Piezas,573.27,2024.15,800,2,12.5
2024-08-15,3,Block de Concreto,Piezas,500.35,1523.8,800,2,12.5
2024-08-16,3,Block de Concreto,Piezas,537.96,985.83,800,2,12.5
2024-08-17,3,Block de Concreto,Piezas,401.58,584.25,800,2,12.5
2024-08-18,3,Block de Concreto,Piezas,433.02,2151.24,800,2,12.5
2024-08-19,3,Block de Concreto,Piezas,480.48,1670.75,800,2,12.5
2024-08-20,3,Block de Concreto,Piezas,463.46,1207.29,800,2,12.5
2024-08-21,3,Block de Concreto,Piezas,539.3,667.99,800,2,12.5
2024-08-22,3,Block de Concreto,Piezas,478.33,2189.65,800,2,12.5
2024-08-23,3,Block de Concreto,Piezas,495.45,1694.21,800,2,12.5
2024-08-24,3,Block de Concreto,Piezas,432.88,1261.33,800,2,12.5
2024-08-25,3,Block de Concreto,Piezas,509.75,751.58,800,2,12.5
2024-08-26,3,Block de Concreto,Piezas,530.6,2220.98,800,2,12.5
2024-08-27,3,Block de Concreto,Piezas,536.48,1684.5,800,2,12.5
2024-08-28,3,Block de Concreto,Piezas,506.5,1178.0,800,2,12.5
2024-08-29,3,Block de Concreto,Piezas,539.4,638.6,800,2,12.5
2024-08-30,3,Block de Concreto,Piezas,512.24,2126.36,800,2,12.5
2024-08-31,3,Block de Concreto,Piezas,449.96,1676.39,800,2,12.5
2024-09-01,3,Block de Concreto,Piezas,427.65,1248.75,800,2,12.5
2024-09-02,3,Block de Concreto,Piezas,474.11,774.64,800,2,12.5
2024-09-03,3,Block de Concreto,Piezas,520.21,2254.43,800,2,12.5
2024-09-04,3,Block de Concreto,Piezas,424.49,1829.94,800,2,12.5
2024-09-05,3,Block de Concreto,Piezas,436.51,1393.43,800,2,12.5
2024-09-06,3,Block de Concreto,Piezas,523.31,870.11,800,2,12.5
2024-09-07,3,Block de Concreto,Piezas,489.1,381.02,800,2,12.5
2024-09-08,3,Block de Concreto,Piezas,431.89,2000.0,800,2,12.5
2024-09-09,3,Block de Concreto,Piezas,612.62,1387.38,800,2,12.5
2024-09-10,3,Block de Concreto,Piezas,524.22,863.17,800,2,12.5
2024-09-11,3,Block de Concreto,Piezas,486.85,376.32,800,2,12.5
2024-09-12,3,Block de Concreto,Piezas,509.71,2000.0,800,2,12.5
2024-09-13,3,Block de Concreto,Piezas,431.26,1568.74,800,2,12.5
2024-09-14,3,Block de Concreto,Piezas,402.44,1166.3,800,2,12.5
2024-09-15,3,Block de Concreto,Piezas,429.06,737.24,800,2,12.5
2024-09-16,3,Block de Concreto,Piezas,469.2,2268.04,800,2,12.5
2024-09-17,3,Block de Concreto,Piezas,447.78,1820.26,800,2,12.5
2024-09-18,3,Block de Concreto,Piezas,537.67,1282.59,800,2,12.5
2024-09-19,3,Block de Concreto,Piezas,588.0,694.58,800,2,12.5
2024-09-20,3,Block de Concreto,Piezas,432.61,2261.98,800,2,12.5
2024-09-21,3,Block de Concreto,Piezas,329.55,1932.43,800,2,12.5
2024-09-22,3,Block de Concreto,Piezas,443.44,1488.99,800,2,12.5
2024-09-23,3,Block de Concreto,Piezas,531.36,957.63,800,2,12.5
2024-09-24,3,Block de Concreto,Piezas,526.66,430.97,800,2,12.5
2024-09-25,3,Block de Concreto,Piezas,407.86,2023.11,800,2,12.5
2024-09-26,3,Block de Concreto,Piezas,536.43,1486.68,800,2,12.5
2024-09-27,3,Block de Concreto,Piezas,537.01,949.67,800,2,12.5
2024-09-28,3,Block de Concreto,Piezas,359.92,589.75,800,2,12.5
2024-09-29,3,Block de Concreto,Piezas,402.13,2187.62,800,2,12.5
2024-09-30,3,Block de Concreto,Piezas,458.34,1729.28,800,2,12.5
2024-10-01,3,Block de Concreto,Piezas,487.29,1241.99,800,2,12.5
2024-10-02,3,Block de Concreto,Piezas,410.78,831.21,800,2,12.5
2024-10-03,3,Block de Concreto,Piezas,367.08,464.13,800,2,12.5
2024-10-04,3,Block de Concreto,Piezas,481.88,2000.0,800,2,12.5
2024-10-05,3,Block de Concreto,Piezas,439.48,1560.52,800,2,12.5
2024-10-06,3,Block de Concreto,Piezas,404.29,1156.23,800,2,12.5
2024-10-07,3,Block de Concreto,Piezas,427.7,728.53,800,2,12.5
2024-10-08,3,Block de Concreto,Piezas,491.08,2237.45,800,2,12.5
2024-10-09,3,Block de Concreto,Piezas,394.14,1843.31,800,2,12.5
2024-10-10,3,Block de Concreto,Piezas,442.36,1400.95,800,2,12.5
2024-10-11,3,Block de Concreto,Piezas,453.1,947.85,800,2,12.5
2024-10-12,3,Block de Concreto,Piezas,394.37,553.48,800,2,12.5
2024-10-13,3,Block de Concreto,Piezas,351.7,2201.78,800,2,12.5
2024-10-14,3,Block de Concreto,Piezas,388.62,1813.16,800,2,12.5
2024-10-15,3,Block de Concreto,Piezas,424.01,1389.15,800,2,12.5
2024-10-16,3,Block de Concreto,Piezas,433.22,955.93,800,2,12.5
2024-10-17,3,Block de Concreto,Piezas,320.62,635.31,800,2,12.5
2024-10-18,3,Block de Concreto,Piezas,368.88,2266.43,800,2,12.5
2024-10-19,3,Block de Concreto,Piezas,426.25,1840.17,800,2,12.5
2024-10-20,3,Block de Concreto,Piezas,398.44,1441.74,800,2,12.5
2024-10-21,3,Block de Concreto,Piezas,355.62,1086.12,800,2,12.5
2024-10-22,3,Block de Concreto,Piezas,447.82,638.3,800,2,12.5
2024-10-23,3,Block de Concreto,Piezas,474.1,2164.19,800,2,12.5
2024-10-24,3,Block de Concreto,Piezas,433.9,1730.3,800,2,12.5
2024-10-25,3,Block de Concreto,Piezas,474.4,1255.9,800,2,12.5
2024-10-26,3,Block de Concreto,Piezas,305.6,950.3,800,2,12.5
2024-10-27,3,Block de Concreto,Piezas,350.45,599.84,800,2,12.5
2024-10-28,3,Block de Concreto,Piezas,432.33,2167.51,800,2,12.5
2024-10-29,3,Block de Concreto,Piezas,404.48,1763.03,800,2,12.5
2024-10-30,3,Block de Concreto,Piezas,414.51,1348.53,800,2,12.5
2024-10-31,3,Block de Concreto,Piezas,475.87,872.66,800,2,12.5
2024-11-01,3,Block de Concreto,Piezas,448.32,424.34,800,2,12.5
2024-11-02,3,Block de Concreto,Piezas,635.86,2000.0,800,2,12.5
2024-11-03,3,Block de Concreto,Piezas,439.51,1560.49,800,2,12.5
2024-11-04,3,Block de Concreto,Piezas,424.96,1135.53,800,2,12.5
2024-11-05,3,Block de Concreto,Piezas,431.11,704.42,800,2,12.5
2024-11-06,3,Block de Concreto,Piezas,459.82,2244.6,800,2,12.5
2024-11-07,3,Block de Concreto,Piezas,412.32,1832.28,800,2,12.5
2024-11-08,3,Block de Concreto,Piezas,416.42,1415.86,800,2,12.5
2024-11-09,3,Block de Concreto,Piezas,366.08,1049.78,800,2,12.5
2024-11-10,3,Block de Concreto,Piezas,379.62,670.16,800,2,12.5
2024-11-11,3,Block de Concreto,Piezas,343.01,2327.15,800,2,12.5
2024-11-12,3,Block de Concreto,Piezas,470.14,1857.01,800,2,12.5
2024-11-13,3,Block de Concreto,Piezas,465.48,1391.53,800,2,12.5
2024-11-14,3,Block de Concreto,Piezas,371.54,1019.99,800,2,12.5
2024-11-15,3,Block de Concreto,Piezas,376.73,643.26,800,2,12.5
2024-11-16,3,Block de Concreto,Piezas,442.83,2200.44,800,2,12.5
2024-11-17,3,Block de Concreto,Piezas,343.83,1856.6,800,2,12.5
2024-11-18,3,Block de Concreto,Piezas,426.07,1430.53,800,2,12.5
2024-11-19,3,Block de Concreto,Piezas,414.25,1016.28,800,2,12.5
2024-11-20,3,Block de Concreto,Piezas,331.78,684.5,800,2,12.5
2024-11-21,3,Block de Concreto,Piezas,401.42,2283.08,800,2,12.5
2024-11-22,3,Block de Concreto,Piezas,310.63,1972.44,800,2,12.5
2024-11-23,3,Block de Concreto,Piezas,409.79,1562.65,800,2,12.5
2024-11-24,3,Block de Concreto,Piezas,342.36,1220.3,800,2,12.5
2024-11-25,3,Block de Concreto,Piezas,332.75,887.55,800,2,12.5
2024-11-26,3,Block de Concreto,Piezas,438.06,449.49,800,2,12.5
2024-11-27,3,Block de Concreto,Piezas,328.06,2121.44,800,2,12.5
2024-11-28,3,Block de Concreto,Piezas,312.2,1809.24,800,2,12.5
2024-11-29,3,Block de Concreto,Piezas,456.1,1353.14,800,2,12.5
2024-11-30,3,Block de Concreto,Piezas,396.36,956.78,800,2,12.5
2024-12-01,3,Block de Concreto,Piezas,350.3,606.48,800,2,12.5
2024-12-02,3,Block de Concreto,Piezas,403.8,2202.67,800,2,12.5
2024-12-03,3,Block de Concreto,Piezas,353.42,1849.25,800,2,12.5
2024-12-04,3,Block de Concreto,Piezas,397.34,1451.91,800,2,12.5
2024-12-05,3,Block de Concreto,Piezas,321.52,1130.39,800,2,12.5
2024-12-06,3,Block de Concreto,Piezas,314.28,816.11,800,2,12.5
2024-12-07,3,Block de Concreto,Piezas,384.48,431.62,800,2,12.5
2024-12-08,3,Block de Concreto,Piezas,322.7,2108.93,800,2,12.5
2024-12-09,3,Block de Concreto,Piezas,350.2,1758.73,800,2,12.5
2024-12-10,3,Block de Concreto,Piezas,409.24,1349.49,800,2,12.5
2024-12-11,3,Block de Concreto,Piezas,356.48,993.02,800,2,12.5
2024-12-12,3,Block de Concreto,Piezas,356.84,636.18,800,2,12.5
2024-12-13,3,Block de Concreto,Piezas,440.21,2195.96,800,2,12.5
2024-12-14,3,Block de Concreto,Piezas,277.41,1918.56,800,2,12.5
2024-12-15,3,Block de Concreto,Piezas,409.55,1509.01,800,2,12.5
2024-12-16,3,Block de Concreto,Piezas,514.88,994.13,800,2,12.5
2024-12-17,3,Block de Concreto,Piezas,328.65,665.48,800,2,12.5
2024-12-18,3,Block de Concreto,Piezas,328.62,2336.85,800,2,12.5
2024-12-19,3,Block de Concreto,Piezas,391.83,1945.03,800,2,12.5
2024-12-20,3,Block de Concreto,Piezas,47.32,1897.71,800,2,12.5
2024-12-21,3,Block de Concreto,Piezas,140.72,1756.99,800,2,12.5
2024-12-22,3,Block de Concreto,Piezas,101.28,1655.72,800,2,12.5
2024-12-23,3,Block de Concreto,Piezas,209.0,1446.72,800,2,12.5
2024-12-24,3,Block de Concreto,Piezas,138.74,1307.98,800,2,12.5
2024-12-25,3,Block de Concreto,Piezas,165.32,1142.66,800,2,12.5
2024-12-26,3,Block de Concreto,Piezas,179.41,963.25,800,2,12.5
2024-12-27,3,Block de Concreto,Piezas,166.4,796.85,800,2,12.5
2024-12-28,3,Block de Concreto,Piezas,136.01,2660.83,800,2,12.5
2024-12-29,3,Block de Concreto,Piezas,171.2,2489.63,800,2,12.5
2024-12-30,3,Block de Concreto,Piezas,81.18,2408.45,800,2,12.5
2024-12-31,3,Block de Concreto,Piezas,204.25,2204.21,800,2,12.5
2025-01-01,3,Block de Concreto,Piezas,177.73,2026.47,800,2,12.5
2025-01-02,3,Block de Concreto,Piezas,211.95,1814.53,800,2,12.5
2025-01-03,3,Block de Concreto,Piezas,178.27,1636.26,800,2,12.5
2025-01-04,3,Block de Concreto,Piezas,142.6,1493.66,800,2,12.5
2025-01-05,3,Block de Concreto,Piezas,164.54,1329.13,800,2,12.5
2025-01-06,3,Block de Concreto,Piezas,200.65,1128.48,800,2,12.5
2025-01-07,3,Block de Concreto,Piezas,408.79,719.69,800,2,12.5
2025-01-08,3,Block de Concreto,Piezas,396.95,2322.73,800,2,12.5
2025-01-09,3,Block de Concreto,Piezas,335.24,1987.49,800,2,12.5
2025-01-10,3,Block de Concreto,Piezas,314.75,1672.74,800,2,12.5
2025-01-11,3,Block de Concreto,Piezas,298.16,1374.58,800,2,12.5
2025-01-12,3,Block de Concreto,Piezas,329.13,1045.44,800,2,12.5
2025-01-13,3,Block de Concreto,Piezas,403.95,641.49,800,2,12.5
2025-01-14,3,Block de Concreto,Piezas,421.89,2219.6,800,2,12.5
2025-01-15,3,Block de Concreto,Piezas,360.05,1859.55,800,2,12.5
2025-01-16,3,Block de Concreto,Piezas,368.15,1491.39,800,2,12.5
2025-01-17,3,Block de Concreto,Piezas,297.58,1193.82,800,2,12.5
2025-01-18,3,Block de Concreto,Piezas,325.42,868.39,800,2,12.5
2025-01-19,3,Block de Concreto,Piezas,317.66,550.73,800,2,12.5
2025-01-20,3,Block de Concreto,Piezas,342.87,2207.86,800,2,12.5
2025-01-21,3,Block de Concreto,Piezas,398.31,1809.55,800,2,12.5
2025-01-22,3,Block de Concreto,Piezas,468.79,1340.76,800,2,12.5
2025-01-23,3,Block de Concreto,Piezas,373.98,966.78,800,2,12.5
2025-01-24,3,Block de Concreto,Piezas,418.72,548.05,800,2,12.5
2025-01-25,3,Block de Concreto,Piezas,387.2,2160.85,800,2,12.5
2025-01-26,3,Block de Concreto,Piezas,323.69,1837.16,800,2,12.5
2025-01-27,3,Block de Concreto,Piezas,418.17,1419.0,800,2,12.5
2025-01-28,3,Block de Concreto,Piezas,481.14,937.85,800,2,12.5
2025-01-29,3,Block de Concreto,Piezas,338.49,599.37,800,2,12.5
2025-01-30,3,Block de Concreto,Piezas,416.61,2182.76,800,2,12.5
2025-01-31,3,Block de Concreto,Piezas,367.93,1814.83,800,2,12.5
2025-02-01,3,Block de Concreto,Piezas,320.97,1493.85,800,2,12.5
2025-02-02,3,Block de Concreto,Piezas,369.45,1124.4,800,2,12.5
2025-02-03,3,Block de Concreto,Piezas,406.5,717.9,800,2,12.5
2025-02-04,3,Block de Concreto,Piezas,512.78,2205.12,800,2,12.5
2025-02-05,3,Block de Concreto,Piezas,369.6,1835.52,800,2,12.5
2025-02-06,3,Block de Concreto,Piezas,383.83,1451.69,800,2,12.5
2025-02-07,3,Block de Concreto,Piezas,378.41,1073.28,800,2,12.5
2025-02-08,3,Block de Concreto,Piezas,328.08,745.2,800,2,12.5
2025-02-09,3,Block de Concreto,Piezas,316.75,2428.45,800,2,12.5
2025-02-10,3,Block de Concreto,Piezas,375.45,2053.0,800,2,12.5
2025-02-11,3,Block de Concreto,Piezas,404.06,1648.94,800,2,12.5
2025-02-12,3,Block de Concreto,Piezas,360.65,1288.28,800,2,12.5
2025-02-13,3,Block de Concreto,Piezas,431.31,856.98,800,2,12.5
2025-02-14,3,Block de Concreto,Piezas,406.67,450.3,800,2,12.5
2025-02-15,3,Block de Concreto,Piezas,310.27,2140.03,800,2,12.5
2025-02-16,3,Block de Concreto,Piezas,345.52,1794.51,800,2,12.5
2025-02-17,3,Block de Concreto,Piezas,406.4,1388.11,800,2,12.5
2025-02-18,3,Block de Concreto,Piezas,448.54,939.57,800,2,12.5
2025-02-19,3,Block de Concreto,Piezas,407.0,532.57,800,2,12.5
2025-02-20,3,Block de Concreto,Piezas,424.81,2107.76,800,2,12.5
2025-02-21,3,Block de Concreto,Piezas,405.44,1702.32,800,2,12.5
2025-02-22,3,Block de Concreto,Piezas,406.44,1295.88,800,2,12.5
2025-02-23,3,Block de Concreto,Piezas,337.86,958.02,800,2,12.5
2025-02-24,3,Block de Concreto,Piezas,433.06,524.96,800,2,12.5
2025-02-25,3,Block de Concreto,Piezas,420.56,2104.4,800,2,12.5
2025-02-26,3,Block de Concreto,Piezas,312.29,1792.12,800,2,12.5
2025-02-27,3,Block de Concreto,Piezas,453.52,1338.59,800,2,12.5
2025-02-28,3,Block de Concreto,Piezas,363.47,975.13,800,2,12.5
2025-03-01,3,Block de Concreto,Piezas,394.79,580.34,800,2,12.5
2025-03-02,3,Block de Concreto,Piezas,383.11,2197.22,800,2,12.5
2025-03-03,3,Block de Concreto,Piezas,408.86,1788.36,800,2,12.5
2025-03-04,3,Block de Concreto,Piezas,414.93,1373.43,800,2,12.5
2025-03-05,3,Block de Concreto,Piezas,413.89,959.54,800,2,12.5
2025-03-06,3,Block de Concreto,Piezas,487.59,471.95,800,2,12.5
2025-03-07,3,Block de Concreto,Piezas,398.32,2073.63,800,2,12.5
2025-03-08,3,Block de Concreto,Piezas,459.77,1613.86,800,2,12.5
2025-03-09,3,Block de Concreto,Piezas,381.35,1232.51,800,2,12.5
2025-03-10,3,Block de Concreto,Piezas,432.78,799.73,800,2,12.5
2025-03-11,3,Block de Concreto,Piezas,440.76,2358.97,800,2,12.5
2025-03-12,3,Block de Concreto,Piezas,442.2,1916.77,800,2,12.5
2025-03-13,3,Block de Concreto,Piezas,427.92,1488.85,800,2,12.5
2025-03-14,3,Block de Concreto,Piezas,424.08,1064.77,800,2,12.5
2025-03-15,3,Block de Concreto,Piezas,380.33,684.44,800,2,12.5
2025-03-16,3,Block de Concreto,Piezas,340.59,2343.85,800,2,12.5
2025-03-17,3,Block de Concreto,Piezas,399.45,1944.4,800,2,12.5
2025-03-18,3,Block de Concreto,Piezas,506.2,1438.2,800,2,12.5
2025-03-19,3,Block de Concreto,Piezas,377.2,1061.0,800,2,12.5
2025-03-20,3,Block de Concreto,Piezas,363.78,697.22,800,2,12.5
2025-03-21,3,Block de Concreto,Piezas,371.72,2325.5,800,2,12.5
2025-03-22,3,Block de Concreto,Piezas,447.69,1877.81,800,2,12.5
2025-03-23,3,Block de Concreto,Piezas,306.13,1571.68,800,2,12.5
2025-03-24,3,Block de Concreto,Piezas,452.33,1119.35,800,2,12.5
2025-03-25,3,Block de Concreto,Piezas,476.76,642.59,800,2,12.5
2025-03-26,3,Block de Concreto,Piezas,446.53,2196.05,800,2,12.5
2025-03-27,3,Block de Concreto,Piezas,376.44,1819.61,800,2,12.5
2025-03-28,3,Block de Concreto,Piezas,405.93,1413.69,800,2,12.5
2025-03-29,3,Block de Concreto,Piezas,431.54,982.14,800,2,12.5
2025-03-30,3,Block de Concreto,Piezas,439.09,543.05,800,2,12.5
2025-03-31,3,Block de Concreto,Piezas,373.73,2169.32,800,2,12.5
2025-04-01,3,Block de Concreto,Piezas,470.6,1698.72,800,2,12.5
2025-04-02,3,Block de Concreto,Piezas,432.52,1266.2,800,2,12.5
2025-04-03,3,Block de Concreto,Piezas,447.35,818.85,800,2,12.5
2025-04-04,3,Block de Concreto,Piezas,385.15,433.7,800,2,12.5
2025-04-05,3,Block de Concreto,Piezas,351.42,2082.27,800,2,12.5
2025-04-06,3,Block de Concreto,Piezas,416.75,1665.53,800,2,12.5
2025-04-07,3,Block de Concreto,Piezas,457.1,1208.43,800,2,12.5
2025-04-08,3,Block de Concreto,Piezas,439.21,769.21,800,2,12.5
2025-04-09,3,Block de Concreto,Piezas,542.12,2227.1,800,2,12.5
2025-04-10,3,Block de Concreto,Piezas,241.79,1985.3,800,2,12.5
2025-04-11,3,Block de Concreto,Piezas,238.58,1746.72,800,2,12.5
2025-04-12,3,Block de Concreto,Piezas,261.39,1485.33,800,2,12.5
2025-04-13,3,Block de Concreto,Piezas,256.49,1228.84,800,2,12.5
2025-04-14,3,Block de Concreto,Piezas,250.51,978.33,800,2,12.5
2025-04-15,3,Block de Concreto,Piezas,310.34,667.99,800,2,12.5
2025-04-16,3,Block de Concreto,Piezas,307.52,2360.47,800,2,12.5
2025-04-17,3,Block de Concreto,Piezas,282.03,2078.44,800,2,12.5
2025-04-18,3,Block de Concreto,Piezas,286.78,1791.66,800,2,12.5
2025-04-19,3,Block de Concreto,Piezas,264.09,1527.57,800,2,12.5
2025-04-20,3,Block de Concreto,Piezas,262.3,1265.27,800,2,12.5
2025-04-21,3,Block de Concreto,Piezas,422.93,842.34,800,2,12.5
2025-04-22,3,Block de Concreto,Piezas,500.72,341.62,800,2,12.5
2025-04-23,3,Block de Concreto,Piezas,532.29,2000.0,800,2,12.5
2025-04-24,3,Block de Concreto,Piezas,485.09,1514.91,800,2,12.5
2025-04-25,3,Block de Concreto,Piezas,457.99,1056.93,800,2,12.5
2025-04-26,3,Block de Concreto,Piezas,490.03,566.9,800,2,12.5
2025-04-27,3,Block de Concreto,Piezas,462.72,2104.18,800,2,12.5
2025-04-28,3,Block de Concreto,Piezas,456.65,1647.53,800,2,12.5
2025-04-29,3,Block de Concreto,Piezas,542.86,1104.67,800,2,12.5
2025-04-30,3,Block de Concreto,Piezas,478.92,625.75,800,2,12.5
2025-05-01,3,Block de Concreto,Piezas,437.01,2188.74,800,2,12.5
2025-05-02,3,Block de Concreto,Piezas,442.29,1746.45,800,2,12.5
2025-05-03,3,Block de Concreto,Piezas,434.77,1311.68,800,2,12.5
2025-05-04,3,Block de Concreto,Piezas,401.84,909.83,800,2,12.5
2025-05-05,3,Block de Concreto,Piezas,554.7,355.13,800,2,12.5
2025-05-06,3,Block de Concreto,Piezas,438.81,2000.0,800,2,12.5
2025-05-07,3,Block de Concreto,Piezas,532.5,1467.5,800,2,12.5
2025-05-08,3,Block de Concreto,Piezas,503.96,963.54,800,2,12.5
2025-05-09,3,Block de Concreto,Piezas,496.62,466.92,800,2,12.5
2025-05-10,3,Block de Concreto,Piezas,485.97,2000.0,800,2,12.5
2025-05-11,3,Block de Concreto,Piezas,459.98,1540.02,800,2,12.5
2025-05-12,3,Block de Concreto,Piezas,529.27,1010.75,800,2,12.5
2025-05-13,3,Block de Concreto,Piezas,515.11,495.64,800,2,12.5
2025-05-14,3,Block de Concreto,Piezas,498.43,2000.0,800,2,12.5
2025-05-15,3,Block de Concreto,Piezas,444.18,1555.82,800,2,12.5
2025-05-16,3,Block de Concreto,Piezas,508.69,1047.13,800,2,12.5
2025-05-17,3,Block de Concreto,Piezas,489.78,557.35,800,2,12.5
2025-05-18,3,Block de Concreto,Piezas,474.51,2082.84,800,2,12.5
2025-05-19,3,Block de Concreto,Piezas,545.6,1537.24,800,2,12.5
2025-05-20,3,Block de Concreto,Piezas,577.25,959.99,800,2,12.5
2025-05-21,3,Block de Concreto,Piezas,499.09,460.9,800,2,12.5
2025-05-22,3,Block de Concreto,Piezas,531.71,2000.0,800,2,12.5
2025-05-23,3,Block de Concreto,Piezas,445.39,1554.61,800,2,12.5
2025-05-24,3,Block de Concreto,Piezas,482.94,1071.67,800,2,12.5
2025-05-25,3,Block de Concreto,Piezas,473.44,598.23,800,2,12.5
2025-05-26,3,Block de Concreto,Piezas,552.95,2045.28,800,2,12.5
2025-05-27,3,Block de Concreto,Piezas,512.74,1532.53,800,2,12.5
2025-05-28,3,Block de Concreto,Piezas,581.07,951.47,800,2,12.5
2025-05-29,3,Block de Concreto,Piezas,500.23,451.24,800,2,12.5
2025-05-30,3,Block de Concreto,Piezas,451.52,2000.0,800,2,12.5
2025-05-31,3,Block de Concreto,Piezas,416.23,1583.77,800,2,12.5
2025-06-01,3,Block de Concreto,Piezas,517.81,1065.96,800,2,12.5
2025-06-02,3,Block de Concreto,Piezas,463.47,602.49,800,2,12.5
2025-06-03,3,Block de Concreto,Piezas,557.84,2044.65,800,2,12.5
2025-06-04,3,Block de Concreto,Piezas,562.65,1482.01,800,2,12.5
2025-06-05,3,Block de Concreto,Piezas,482.85,999.16,800,2,12.5
2025-06-06,3,Block de Concreto,Piezas,522.08,477.08,800,2,12.5
2025-06-07,3,Block de Concreto,Piezas,559.61,2000.0,800,2,12.5
2025-06-08,3,Block de Concreto,Piezas,483.79,1516.21,800,2,12.5
2025-06-09,3,Block de Concreto,Piezas,460.41,1055.81,800,2,12.5
2025-06-10,3,Block de Concreto,Piezas,514.81,541.0,800,2,12.5
2025-06-11,3,Block de Concreto,Piezas,612.12,2000.0,800,2,12.5
2025-06-12,3,Block de Concreto,Piezas,552.86,1447.14,800,2,12.5
2025-06-13,3,Block de Concreto,Piezas,463.93,983.21,800,2,12.5
2025-06-14,3,Block de Concreto,Piezas,543.05,440.16,800,2,12.5
2025-06-15,3,Block de Concreto,Piezas,546.24,2000.0,800,2,12.5
2025-06-16,3,Block de Concreto,Piezas,510.2,1489.8,800,2,12.5
2025-06-17,3,Block de Concreto,Piezas,487.99,1001.81,800,2,12.5
2025-06-18,3,Block de Concreto,Piezas,583.78,418.03,800,2,12.5
2025-06-19,3,Block de Concreto,Piezas,604.36,2000.0,800,2,12.5
2025-06-20,3,Block de Concreto,Piezas,484.73,1515.27,800,2,12.5
2025-06-21,3,Block de Concreto,Piezas,526.83,988.44,800,2,12.5
2025-06-22,3,Block de Concreto,Piezas,465.45,522.99,800,2,12.5
2025-06-23,3,Block de Concreto,Piezas,498.9,2024.09,800,2,12.5
2025-06-24,3,Block de Concreto,Piezas,557.24,1466.84,800,2,12.5
2025-06-25,3,Block de Concreto,Piezas,503.42,963.42,800,2,12.5
2025-06-26,3,Block de Concreto,Piezas,520.55,442.87,800,2,12.5
2025-06-27,3,Block de Concreto,Piezas,571.28,2000.0,800,2,12.5
2025-06-28,3,Block de Concreto,Piezas,433.61,1566.39,800,2,12.5
2025-06-29,3,Block de Concreto,Piezas,533.88,1032.51,800,2,12.5
2025-06-30,3,Block de Concreto,Piezas,539.93,492.59,800,2,12.5
2025-07-01,3,Block de Concreto,Piezas,565.27,2000.0,800,2,12.5
2025-07-02,3,Block de Concreto,Piezas,544.5,1455.5,800,2,12.5
2025-07-03,3,Block de Concreto,Piezas,583.67,871.83,800,2,12.5
2025-07-04,3,Block de Concreto,Piezas,534.01,337.82,800,2,12.5
2025-07-05,3,Block de Concreto,Piezas,480.95,2000.0,800,2,12.5
2025-07-06,3,Block de Concreto,Piezas,504.74,1495.26,800,2,12.5
